Id,indegree
Arthur Schopenhauer,2
Satisfied With You,3
Indiana University Press,2
Dutch Top 40,5
These Eyes,2
Associated Press,3
Henry Fuseli,7
Metro Boomin,2
Susan Boyle,2
"Aeneas, Anchises, And Ascanius",2
Come Together,2
Los Straitjackets,2
Fred Foster,2
Ruggero Leoncavallo,6
The Dave Clark Five Play Good Old Rock & Roll,3
Serenades (Brahms),2
Donovan,2
Royal Opera House,2
Harold Bloom,6
Shut Down (The Beach Boys Song),2
Alexander Borodin,6
Wake The World: The Friends Sessions,2
Franklin B. Zimmerman,2
Twist And Shout,3
Violin Concerto (Brahms),2
Smiling Pets,2
Go Let It Out,2
Music And Political Warfare,2
Gerald Abraham,6
Richard Parkes Bonington,6
Mezentius,2
Music Of Oman,2
The Daily Telegraph,2
Musical Nationalism,6
I'Ll Cry Instead,2
The Official Finnish Charts,2
Rutuli,2
Shut Down (Album),2
There'S A Place,2
Hristo Botev,6
Royal College Of Music,3
K-Pop,2
Andalusi Classical Music,2
Wincenty Pol,6
Johann Christian Bach,2
Panthous,2
Recorded Music Nz,4
Inside The Music Of Brian Wilson,2
Quincy Jones,4
Stephen Foster,6
Griot,2
Reprise,2
Blue Train (Album),2
Music Of Belgium,2
Rainer Maria Rilke,2
Achim Von Arnim,6
Music Of Suriname,2
String Sextet No. 1 (Brahms),2
Dardanus (Son Of Zeus),2
Zak Starkey,2
Michael Beer (Poet),6
The Complete 1957 Riverside Recordings,2
German Historical School,6
Low Ham Roman Villa,2
Kurt Masur,2
World Music,2
Achille Et Polyxène,2
Milestones (Roy Orbison Album),2
In Dreams (Musical),2
Virgin Records,3
Randy Bachman,2
Music Of Eritrea,2
Carl Dixon,2
"Help Me, Rhonda",2
César Cui,7
While My Guitar Gently Weeps,2
Music Of Bosnia And Herzegovina,2
Handmaiden,2
Lohengrin (Opera),4
Impulse! Records,2
Nikolaus Harnoncourt,3
Working For The Man (Song),2
Dares Phrygius,2
Minna Planer,4
Zygmunt Krasiński,6
Stevan Mokranjac,6
Maybe I Know,2
I'M Still In Love With You (Roy Orbison Album),2
Chum Chart,2
Didone (Opera),2
Billboard Magazine,3
Ruth Etting,3
I Promise To Wait My Love,2
Baroque Instruments,3
Friedrich Nietzsche,3
"Cooperstown, New York",2
Rønne,2
Abbey Road Studios,3
Live Trane: The European Tours,2
Louie Louie,3
Music Of Taiwan,2
Gram Parsons,2
Boyce And Hart,2
Alto,3
Gil Evans,2
James Gang,2
Music Of Panama,2
Livin' With A Heartache,2
1967 – Sunshine Tomorrow,2
Max Bruch,6
Reo Speedwagon,2
Barbra Streisand,3
"Piano Sonata In D Major, D 850 (Schubert)",2
Music Of Vanuatu,2
Noble Savage,6
Cashbox (Magazine),10
Music Of Zimbabwe,2
I Can Hear Music,2
Imslp,2
Nikolai Medtner,6
Rejoice In The Lord Alway,2
Top 40,2
Stephen Thomas Erlewine,2
"My Town, My Guy & Me",2
Alexandre Herculano,6
Paul Arthurs,2
Woodwind Instrument,2
Robert Franz,8
T.A.M.I. Show,2
Music Of Qatar,2
Environmentalism In Music,2
Johnny B. Goode,2
Sadler'S Wells Theatre,2
Imgur,4
Nbc,2
Emily Brontë,6
Pop-Punk,3
Spice Girls,2
Bagatelle Sans Tonalité,3
Stop Crying Your Heart Out,2
Der Ring Des Nibelungen (Georg Solti Recording),2
All My Loving,3
Edward Elgar,6
The Monkees Greatest Hits (Colgems),2
José De Alencar,6
Spitta'S Johann Sebastian Bach,2
The Female Virtuosos,2
Then & Now... The Best Of The Monkees,2
White Mountain Art,6
Derek Taylor,2
The Lord'S Prayer (Albert Hay Malotte Song),2
Deirdre (Song),2
Julius Epstein (Pianist),2
Piano Quartet No. 1 (Brahms),2
Wind Chimes (Song),2
American Popular Music,2
Less Than Zero (Soundtrack),2
Charles Auguste De Bériot,6
Lars Von Trier,2
Honorific Nicknames In Popular Music,2
Impresario,2
Walter Scott,6
Death And The Maiden Quartet,2
Medievalism,6
Giovanni Paisiello,2
What Goes On (Beatles Song),2
Brian Wilson Is A Genius,2
Manfred Mann,3
Gothic Fiction,6
Wesendonck Lieder,4
Rossini,2
A Hard Day'S Night (Album),2
William Cullen Bryant,6
Adam Mickiewicz,6
It'S A Beautiful Day (The Beach Boys Song),2
Doctor Of Musical Arts,3
Brothers Grimm,6
Western Concert Flute,2
Johnny Cash,2
Close Your Eyes (Chuck Willis Song),2
Let It Be (Song),3
The Inner Light (Song),2
Adolph Tidemand,6
The Beach Boys: Nashville Sounds,2
I Can'T Dance To That Music You'Re Playin',2
Anne-Louis Girodet De Roussy-Trioson,6
Vh1,2
Adam Müller,6
Mitrofan Belyayev,2
Vocal Group Hall Of Fame,3
Barrelful Of Monkees: Monkees Songs For Kids!,2
Lacrimae Rerum,2
Music Of Malaysia,2
Break Away (The Beach Boys Song),2
Don'T Believe The Truth Tour,2
Abc News (United States),2
No Milk Today,2
Mtv Unplugged,2
From Me To You,4
You Don'T Mess Around With Jim,2
Let'S Go Trippin',2
Syndicat National De L'Édition Phonographique,2
Strophic Form,3
Miles Davis Quintet At Peacock Alley,2
Artur Bodanzky,2
Symphony No. 3 (Mahler),2
Olé Coltrane,2
The Last Trane,2
Hans Christian Lumbye,6
The Beach Boys Love You,2
Louis Spohr,7
Mauricio Kagel,2
I Like It Like That (Dave Clark Five Album),3
Augmented Ninth,2
Ö3 Austria Top 40,4
Outline Of Music,2
Endless Summer (The Beach Boys Album),2
Romanticism And Bacon,6
Eddie Vedder,2
Music Of San Marino,2
Joachim Raff,6
Made In U.S.A. (The Beach Boys Album),2
Follow Your Daughter Home,2
Annuit Cœptis,2
Wibbling Rivalry,2
Dido,2
Don'T Worry Baby,3
Hans Richter (Conductor),5
Dominant Eleventh,2
The Tonight Show Starring Johnny Carson,2
Johann Ludwig Krebs,2
More Of The Monkees,2
Martha Reeves,2
Rhino Entertainment,2
Add Some Music To Your Day,2
Music Of Pakistan,2
Siegfried Discography,4
Korean Court Music,2
João De Deus De Nogueira Ramos,6
Noel Gallagher,2
Southern California,2
Christopher Cross,2
The Headquarters Sessions,2
Frederick Delius,6
Hold On! (Album),2
Music Of The United Arab Emirates,2
Ring (Video Game),2
Lucille (Little Richard Song),2
A German Requiem Discography,2
Prose Edda,2
Surfin',3
Laughing (The Guess Who Song),3
Back In The U.S.S.R.,2
Tabla,2
Angular Harp,2
Music Of Morocco,2
Venulus,2
Faust Overture,5
Prestige Records,2
Franz Joseph I Of Austria,2
26-2,2
Surf'S Up (Album),2
Sweden,2
Coltrane For Lovers,2
Mercury (Mythology),2
Romantic Epistemology,6
Tenor Conclave,2
The Importance Of Being Idle (Song),2
Please Come Home For Christmas,2
Music Of Kosovo,2
Carthage,2
Refrain,4
Live In Sacramento 1964,2
Priam,2
Mars (Mythology),2
The Great Songs Of Roy Orbison,2
Library Of Congress,4
Martin Geck,2
"Der Herr Denket An Uns, Bwv 196",2
Khachatur Abovian,6
When Something Is Wrong With My Baby,2
New Statesman,2
Die Schöne Müllerin,2
"Piano Sonata In F-Sharp Minor, D 571 (Schubert)",2
Music Of Brunei,2
I'M A Believer And Other Hits,2
Albert Flasher,2
Piano Sonata No. 1 (Brahms),2
Northern Soul,2
"Jesus Nahm Zu Sich Die Zwölfe, Bwv 22",2
"Lobet Gott In Seinen Reichen, Bwv 11",3
Pietro Torri,2
Misirlou,2
Lady Lynda,2
The Mamas And The Papas,3
"William ""Mickey"" Stevenson",2
Gottfried Heinrich Stölzel,2
That'S Why God Made The Radio (Song),2
Old Brown Shoe,2
First National Band,2
The Beach Boys And The California Myth,2
Eneyida (Film),2
Ugo Foscolo,6
Greatest Hits Live (Roy Orbison Album),2
Ornytus,2
Over And Over (Bobby Day Song),3
Parsifal (1904 Film),4
The Monkees Discography,2
The Art Of Fugue,2
Index Of Music Articles,2
The Jerk,2
His Master'S Voice,3
Stars And Stripes Vol. 1,2
Elitist,2
Bts,2
Der Ring In Minden,4
Remix,2
Shindig!,2
Alfred De Vigny,6
Don Was,2
Official New Zealand Music Chart,4
L.A. (Light Album),2
Percy Bysshe Shelley,6
Thematic Transformation,2
I'M Down,2
Music Of Greece,2
Louisiana Man,2
The Beach Boys' 1968 Us Tour With Maharishi Mahesh Yogi,2
Music Of Guyana,2
Music Of Guatemala,2
Noel Gallagher'S High Flying Birds,2
Loop (Music),2
Tommy Flanagan,2
Wild One (Martha And The Vandellas Song),2
Konstantin Batyushkov,6
Nathaniel Dance-Holland,2
Bohemianism,6
Come And Get These Memories,2
Mating Call,2
Gene Vincent,2
All You Need Is Love,2
José Melchor Gomis,6
Ritchie Valens,2
William Blake,6
Mykola Lysenko,6
This Whole World,2
"Nashville, Tennessee",2
Music Of Nepal,2
Cliff Richard,2
"Liederkreis, Op. 39 (Schumann)",2
Jan Kalivoda,6
Dot Records,2
Symphony No. 1 (Brahms),2
Music Of Cape Verde,2
Music Of Zambia,2
Anton Arensky,6
Ralph Vaughan Williams,6
Karl Gutzkow,6
Coca-Cola,2
Franciszek Ksawery Lampi,6
An Evening With The Monkees: The 45Th Anniversary Tour,2
Romanticism In Science,6
Clarinet Quintet (Brahms),2
Bayreuth Canon,4
Academy Of Ancient Music,3
Collegium Vocale Gent,2
Standing On The Shoulder Of Giants Tour,2
He'S A Rebel,2
With A Little Help From My Friends,3
Simon Rattle,2
Thomas Carlyle,6
Étienne Méhul,6
Don'T Know Much,2
"Schlage Doch, Gewünschte Stunde, Bwv 53",2
Some Might Say,2
Lady Madonna,2
Aleksey Khomyakov,6
David Anderle,2
"Rhapsodies, Op. 79 (Brahms)",2
Philippe Herreweghe,3
Wanderlust,6
Alabama (John Coltrane Song),2
"Sonatas, Duos And Fantasies By Franz Schubert",2
It'S Gettin' Late,2
Jann Wenner,2
P.S. I Love You (Beatles Song),2
Antonio Lotti,2
The Big O (Album),2
Canadian Rock,2
Academy Award,4
Lord Don'T Slow Me Down (Song),2
Belyayev Circle,2
Ernest Tubb,2
Dakar (Album),2
James Webster (Musicologist),2
Chinese Traditional Music,2
Lyla (Song),2
Music Of Argentina,2
Mercury Poisoning,2
Music Of Liechtenstein,2
Music Of The United States,2
Passacaglia (Webern),2
Lynne Dawson,2
Michael Ferber,6
Music Of Albania,2
"Oh, Pretty Woman",3
John Boorman,2
Sunshine Pop,3
Deiphobus,2
Backstreet Boys,3
Wilhelm Küchelbecker,6
Didone Abbandonata (Vinci),2
The Best Of The Guess Who Volume Ii,2
Opéra-Comique,3
Michael Jackson,4
Rockism And Poptimism,2
Romantische Oper,6
Wojciech Stattler,6
String Quartets (Schoenberg),2
Symmetry,2
Pinpeat,2
The Monkees,6
The Major Works Of John Coltrane,2
Romanticism In Poland,6
The Best Of The Monkees,2
Klaus Nomi,2
Vítězslav Novák,2
The European Tour,2
Music Of Kiribati,2
California,2
Heinrich Marschner,6
Orchestral Song,6
Frederick C. Beiser,6
Tiktok,2
Tristan And Iseult,2
Alexander Pushkin,6
The Masterplan (Album),2
Distressed Innocence,2
Jorge Isaacs,6
Janis Joplin,2
Yellow Submarine (Album),2
I Can Take Or Leave Your Loving,2
I Drove All Night,2
Bernadette Peters,2
Samuel Taylor Coleridge,6
John Jacob Loeb,2
Musical Phrasing,2
Chris Sharrock,2
Music Of The Central African Republic,2
Four By The Beach Boys,2
José Zorrilla,6
God Only Knows,2
Ernest Chausson,6
Rubber Soul,4
Chess Records,3
Hubert Parry,2
Didon (Desmarets),2
Giuseppe Mazzini,6
Second World War,2
Kate Smith,2
Quicksand (Martha And The Vandellas Song),2
Ultra-Romanticism,6
21 (Adele Album),2
Gem Archer,2
Dutch Single Top 100,5
Solitary Man (Song),2
Motown,3
Music Of Uganda,2
Aventinus (Mythology),2
Tetralogy,2
Had To Phone Ya,2
Charles Nodier,6
Beauty The Best Advocate,2
Friedrich Schiller,6
Saxophone,3
Gustav Klimt,2
Daniel Barenboim,4
Surfin' Safari,2
Richard Wagner Monument,4
First Viennese School,3
"Shine On, Harvest Moon",2
I'M Happy Just To Dance With You,2
The Hindu Times,2
The Surfaris,2
Ask Me Why,2
Woody Guthrie,2
Lipps–Meyer Law,2
Blue Velvet (Soundtrack),2
The Perfect Wagnerite,4
Hey Little Tomboy,2
Music Of Yemen,2
David D'Angers,6
Pyotr Ilyich Tchaikovsky And The Five,6
The Most Of Herman'S Hermits Volume 2,2
Music Of Kyrgyzstan,2
Satb,4
Verse-Chorus Form,2
Mark Lewisohn,2
Bring It On Home... The Soul Classics,2
Microtone,2
Jupiter (Mythology),2
Paperback Writer,3
Major-Thirds Tuning,2
Laocoön And His Sons,2
Little Bird (The Beach Boys Song),2
"Ángel De Saavedra, 3Rd Duke Of Rivas",6
More Greatest Hits Of The Monkees,2
Canadian Singles Chart,2
Ignacy Jan Paderewski,6
The Star-Spangled Banner,3
Norns,3
Music Of Melanesia,2
Rudy Sarzo,2
Can'T Buy Me Love,3
Three Bs,3
String Quintet (Schubert),2
Opera And Drama,4
Pibroch,2
The Shock Of The Lightning,2
Orson Welles,2
Brother Studios,2
"The Mastery Of John Coltrane, Vol. 1: Feelin' Good",2
Rock 'N' Roll Star,2
Bonduca,2
Lead Vocalist,2
Missing Links Volume Two,2
A Must To Avoid,2
Three Marches Militaires (Schubert),2
New Kids On The Block,2
Hbo,3
The Legendary Roy Orbison,2
Religious Music,3
John Constable,6
The Long And Winding Road,3
Baby It'S You,2
Michael Vosse,2
"Remember Not, Lord, Our Offences",2
Dichterliebe,3
Abdelazer,2
The Guess Who Discography,2
Alberich,2
Roman D'Enéas,2
She'S A Mystery To Me,2
Bags & Trane,2
Alan W. Pollack,2
Susie Cincinnati,2
Jan And Dean,2
Music Of Comoros,2
She Is Love,2
Music Of Serbia,2
You'Ve Been In Love Too Long,2
Jazz At The Plaza Vol. I,2
New Wave Music,2
Can You Feel The Love Tonight,2
Outkast,2
Music Of Hungary,2
Patronage,2
Romantic Hero,6
Concerto For Two Violins (Bach),2
Romantic Guitar,7
Columbia Graphophone Company,5
Standing On The Edge Of The Noise,2
Denis Payton,3
Heathen Chemistry Tour,2
Mike Smith (Dave Clark Five),3
Glenn Miller,2
Music Of Uzbekistan,2
Neoptolemus,2
Konrad Wallenrod,6
"Wie Schön Leuchtet Der Morgenstern, Bwv 1",2
Music Of Burundi,2
Bar Form,2
Share The Land (Song),2
Romanticism And Economics,6
Henrik Wergeland,6
Giacomo Leopardi,6
Manchester City F.C.,2
Hans Gude,6
Sloop John B,2
Arabic Music,3
Music Of Canada,2
Still Cruisin' (Song),2
Ululation,2
Loggins And Messina,2
Martha And The Vandellas Live!,2
Stairway To Heaven,2
"Oh, What A Beautiful Mornin'",2
Giacomo Meyerbeer,6
Saturday Night Live,3
United States,4
Emanuel Leutze,6
All Together Now (Beatles Song),2
Jacques Offenbach,6
Jimmy Mack,2
Nänie,2
Valkyrie,2
Gene Austin,3
Bbc,6
Horn Trio (Brahms),2
Joseph Joachim,6
Keepin' The Summer Alive,3
I'M A Loser,3
Isn'T It Time (The Beach Boys Song),2
Kundiman,2
Martial Music,2
Music Of Russia,2
The Monkees (Tv Series),2
Bridal Chorus,4
Vocal Harmony,2
Antonio García Gutiérrez,6
Eugène Delacroix,6
Bourgeois,2
(What'S The Story) Morning Glory? Tour,2
When I Grow Up (To Be A Man),2
James Blake (Musician),2
Hank Williams,2
Something (Beatles Song),4
Mary Shelley,6
Giant Steps (Composition),3
Forget Me Not (Martha And The Vandellas Song),2
"Piano Sonata In D-Flat Major, D 568 (Schubert)",2
Good Times!,2
A Love Supreme: Live In Seattle,2
Glen Campbell,3
Cuddle Up,2
Music Of Peru,2
Live At Birdland (John Coltrane Album),2
Music Archaeology,2
Drei Klavierstücke (Schoenberg),2
Delta Lady,2
Cookin' With The Miles Davis Quintet,2
Francesco Cavalli,3
Billie Eilish,3
Punk Subculture,2
"Gonçalves De Magalhães, Viscount Of Araguaia",6
Cuckold'S Haven,2
School Days (Will D. Cobb And Gus Edwards Song),2
Sam Phillips,2
W. H. Auden,2
Overdubbing,2
Ever Since (Lesley Gore Album),2
Bayreuth Festspielhaus,4
Bluebirds Over The Mountain,2
Mazurka,7
No Way Sis,2
Music Of Venezuela,2
Victor Horta,2
Clarinet Trio (Brahms),2
John Knowles Paine,6
Music Of Iran,2
Opium And Romanticism,6
Leipzig University,5
Chad Allan (Musician),2
But Not For Me (Song),2
Purismo,6
Cast No Shadow (Song),2
"Weinen, Klagen, Sorgen, Zagen, Bwv 12",2
Salius,2
Before John Was A Jazz Giant,2
Opera North,2
Just A Little Bit Better,2
Sounds Of Summer: The Very Best Of The Beach Boys,2
The London Look,2
You Can'T Do That,2
Die Walküre Discography,4
George Martin,3
Hot R&B/Hip-Hop Songs,5
Actor (Mythology),2
Hot Adult Contemporary Tracks,2
Fantasia In F Minor (Schubert),2
Lead Guitar,2
Sydney,2
Headquarters (The Monkees Album),2
Georges Bizet,6
Michael Nesmith,2
The World According To John Coltrane,2
You Got What It Takes,3
Overture,5
Maria Janion,6
Vergilius Vaticanus,2
Timeline Of Musical Events,2
Virgil,2
Đura Jakšić,6
The Grand Tour (Song),2
Lazy Bird,2
Anna Seward,6
Mihály Vörösmarty,6
José De Espronceda,6
Bodleian Library,2
False Ending,2
Jan Potocki,6
Roy Orbison'S Greatest Hits,2
Édouard Lalo,6
Symphony No. 4 (Brahms),2
Moses Und Aron,2
Benvenuto Cellini,2
Anna Perenna,2
Suzi Quatro,2
Schubert'S Last Sonatas,3
Gretchen Am Spinnrade,2
Wheelin' & Dealin' (Prestige Records Album),2
Peter Noone,2
Undun (Song),2
Tell Me What You See,2
Central Park West (John Coltrane Song),2
Eugen D'Albert,2
Arista Records,2
The Massacre Of Paris,2
"Boys, Boys, Boys",2
Picander,2
Music Of Luxembourg,2
Jon Bon Jovi,2
The Golden Bough (Painting),2
Johann Strauss I,6
Sverigetopplistan,2
Rinaldo (Cantata),2
Music Of Somalia,2
Karl Klindworth,2
Anne Sofie Von Otter,3
I'Ll Cry If I Want To,2
Orchestra Of The Age Of Enlightenment,2
"Meine Seele Rühmt Und Preist, Bwv 189",2
Goin' On,2
Music Of The Republic Of Ireland,2
Beach Boys' Party! Uncovered And Unplugged,2
Würzburg,2
Little Deuce Coupe,2
47Th Grammy Awards,2
Friedrich Schlegel,6
Bonnie Raitt,3
When The Saints Go Marching In,2
Crescent (John Coltrane Album),2
Bert Schneider,2
I'M A Believer,4
"Herrscher Des Himmels, Erhöre Das Lallen, Bwv 248 Iii",2
Africa/Brass,2
Peri,2
Rockin' (The Guess Who Album),2
Edvard Grieg,7
Jonathan Harvey (Composer),2
Clock On The Wall,2
The Coasters,2
Edmund Burke,6
String Quartet No. 3 (Brahms),2
Keith Hopwood,2
Devil In His Heart,2
Purcell,2
Cambridge University Press,3
Music Of The United Kingdom,2
Samuel Scheidt,2
Amphitryon (Dryden Play),2
"Alfredo D'Escragnolle Taunay, Viscount Of Taunay",6
Look Of Love (Lesley Gore Song),2
Live Demonstration,2
Everyone'S In Love With You,2
Justin Timberlake,2
Brahms (Crater),2
Symphony No. 10 (Mahler),2
The Four Tops,3
Andy Paley Sessions,2
International Association Of Wagner Societies,4
Aria Charts,3
Song Structure,3
Dave Clark & Friends,3
Be Here Now (Album),2
Karel Hynek Mácha,6
Sir Barnaby Whigg,2
Music Of Malta,2
Mikhail Lermontov,6
W.W. Norton & Company,2
Mal Du Siècle,6
Music Of Mauritania,2
Kingdom Of Saxony,2
Word Painting,2
Jeff Beck,2
Leipzig Gewandhaus Orchestra,2
Gospel Of Luke,2
Mermaid Theatre,2
Development (Music),3
"Fantasies, Op. 116",2
Alternative Rock,2
Nowhere To Run (Song),2
Music Of Western Sahara,2
Laminar Flow (Album),2
Hermann Scherchen,2
You Must Have Been A Beautiful Baby,3
Meat Loaf,2
Hank Cicalo,2
Giant Steps,3
Christmas Time (Is Here Again),2
Ottorino Respighi,6
Ain'T She Sweet,3
Love Bug Leave My Heart Alone,2
Duke Ellington & John Coltrane,2
Smash Records,2
You (Tv Series),2
Any Way You Want It (Dave Clark Five Song),3
Lennon–Mccartney,2
"Mrs. Brown, You'Ve Got A Lovely Daughter (Album)",2
Miles & Monk At Newport,2
Hugo Alfvén,2
Glad All Over Again,3
Ogunde (Song),2
Alfred De Musset,6
Théodore Géricault,6
Thomas Cole,6
Bits And Pieces (Song),3
Pablo De Sarasate,6
Gerry Goffin,2
Sigiswald Kuijken,2
Muddy Waters,2
Saint Petersburg,2
Carl Loewe,7
Stand By Me (Oasis Song),2
(We'Ve Got) Honey Love,2
Someday My Prince Will Come (Miles Davis Album),2
Be Here Now Tour,2
History Of The Harpsichord,2
Falsetto,2
Bruno Maderna,2
Cyclic Form,2
"Piano Sonata In E-Flat Major, D 568 (Schubert)",2
Edgar Allan Poe,6
Live Wire (Martha And The Vandellas Song),2
Domenico Cimarosa,2
You Know My Name (Look Up The Number),2
Pitch Pipe,2
Heroes And Villains,2
The Drifters,3
Bel Canto,2
Music Of Chile,2
When The Boys Meet The Girls (Film),2
George Jones,2
Henry Lewy,2
Fernando Sor,6
"Ballades, Op. 10 (Brahms)",2
Daniel Auber,6
Caroline Now!: The Songs Of Brian Wilson And The Beach Boys,2
Brian Wilson: I Just Wasn'T Made For These Times,2
Drum Solo,2
Enrico Caruso,2
California Music,2
"I'M Henery The Eighth, I Am",2
The Master And Margarita,2
Offering: Live At Temple University,2
Sidewalk Surfin',2
Carly Simon,2
Giuseppe Verdi,7
Tragic Overture,3
Do You Love Me,3
Music Of South Korea,2
Act Naturally,2
Music Of Djibouti,2
Sonata Rondo Form,2
Die Meistersinger Von Nürnberg Discography,4
I Am Brian Wilson,2
Music Of Algeria,2
"Mrs. Brown, You'Ve Got A Lovely Daughter (Ep)",2
Black Magic (Martha Reeves And The Vandellas Album),2
New Monkees,2
Arpeggione,2
Swamp Pop,2
All Summer Long (Album),2
Josef Mysliveček,2
Lisztomania (Film),2
Hugo Wolf,6
Chet Atkins,3
John Coltrane Discography,2
Problem Child (The Beach Boys Song),2
Sigurd,2
Slip On Through,2
Golden Age Of Russian Poetry,6
Bobbie Gentry,2
"Piano Sonata In A-Flat Major, D 557 (Schubert)",2
Friedrich Von Flotow,2
A&M Records,4
Buster Brown (Musician),2
Boy With The Blues,2
Breakdown (Music),2
Whitney Houston,3
"Dido, Queen Of Carthage (Opera)",2
Jules Michelet,6
Papyrus Oxyrhynchus 31,2
Piano Quintet (Brahms),2
Alan White (Oasis Drummer),2
Impressionistic Music,2
Stanley Kubrick,2
Schicksalslied,2
Music Of Tonga,2
My Bonnie (Song),2
Sampling (Music),2
Wild Honey (Album),2
Hollywood Squares,2
Chasing Trane: The John Coltrane Documentary,2
Bermuda,2
Pete Rugolo,2
Polygram,2
Nowhere Man (Song),2
Thomas Jones (Artist),6
Bachelor Of Music,2
Listen To The Band (Song),2
Recapitulation (Music),4
Venus (Mythology),2
Polites (Prince Of Troy),2
Electric Light Orchestra,2
The Midnight Special (Tv Series),2
Here Comes The Night (The Beach Boys Song),2
The Monkees: Original Album Series,2
I Should Be Proud,2
Music Of Libya,2
Remix Album,2
The Church Of Saint Coltrane,2
Familiar To Millions,2
Buddy Holly,2
London,6
Andy Bell (Welsh Musician),2
Tear Drop City,2
Janet Baker,3
Rock 'N' Roll To The Rescue,2
Music Of Turkmenistan,2
T. C. W. Blanning,7
"Komm, Gib Mir Deine Hand / Sie Liebt Dich",2
Music Of Nauru,2
Wagner (Film),4
Stardust (John Coltrane Album),2
Good Vibrations (Musical),2
Hänssler Classic,2
Taras Shevchenko,6
In Dreams: The Greatest Hits,2
Music Of Vietnam,2
Canned Wheat,2
Domenic Troiano,2
Catch Us If You Can,3
Joseph Freiherr Von Eichendorff,6
Michael Steinberg (Music Critic),2
Louise Farrenc,6
Frank Bridge,2
Bruce Johnston,2
Music Of Papua New Guinea,2
You'Ve Lost That Lovin' Feelin',2
Stevan Hristić,6
The Classic Roy Orbison,2
Germaine De Staël,6
Irving Azoff,2
Beautiful Dreamer: Brian Wilson And The Story Of Smile,2
Edward Henry Purcell,2
Rhinemaidens,4
Irwin Gage,2
Pygmalion Of Tyre,2
Bbc News,3
"The Africa/Brass Sessions, Volume 2",2
Ben Johnston'S Notation,2
Variations And Fugue On A Theme By Handel,2
Jane Olivor,2
German Idealism,6
Carl Nielsen,6
Surfer Girl (Song),2
Fairest Isle,2
Adolphe Adam,6
Friedrich Hölderlin,6
Funky Pretty,2
Songs From Here & Back,2
Nazi,2
Saverio Mercadante,6
Instant Replay (The Monkees Album),2
Songbird (Oasis Song),2
Mike Love,3
The Beatles Discography,2
Early Orbison,2
Musical Cryptogram,4
Richard Egarr,2
Brian Wilson,3
Spanish Language,2
Piccolo,5
Lush Life (John Coltrane Album),2
John Gilliland,4
Duane Eddy,2
Franz Berwald,6
The Times They Are A-Changin' (Song),2
Edition Peters,3
Harmonia Mundi,2
Monkeemobile,2
Standing On The Shoulder Of Giants,2
Pitchfork (Website),2
Misenus,2
Music Of Angola,2
Brilliant Classics,2
It Ain'T Over Till The Fat Lady Sings,2
Spider-Man: Across The Spider-Verse,2
Tryin' To Get To You,2
Dick Penner,2
Gächinger Kantorei,2
Simple Man (Klaus Nomi Album),2
The Beach Boys Discography,2
"Piano Sonata In C Major, D 613 (Schubert)",2
Love Hurts,2
That'S Why God Made The Radio,2
Clytius,2
"Hear My Prayer, O Lord (Purcell)",2
Wilhelm Hauff,6
Canada,2
Lei'D In Hawaii,2
Soprano,5
Tannhäuser Discography,4
Robert Christgau,4
Lenny Davidson,3
Dave Clark (Musician),3
Trout Quintet,2
St. Martin'S Griffin,2
Bo Diddley,3
"Mrs. Brown, You'Ve Got A Lovely Daughter",2
Liebestod,4
Pompeii,2
Sumahama,2
Daydream Believers: The Monkees' Story,2
Mary Ii Of England,2
Jim Croce,2
Sigismond Thalberg,6
Herman'S Hermits (Album),2
Moon River,2
The Beach Boys On Tour: 1968,2
Indian Classical Music,3
Sergei Rachmaninoff,7
Ary Scheffer,6
Girl Don'T Tell Me,2
Thomas De Quincey,6
Nostalgia,6
Ringo Starr,5
Erulus,2
Erik Werba,2
Yacht Rock,2
Schott Music,3
Music Of Togo,2
Blue Bayou,2
Gottfried Vopelius,2
Dublin,2
Absolute Music,3
Mass In B Minor Structure,2
Wheatfield Soul,2
Afro Blue Impressions,2
"Royal Opera, London",2
Enrique Granados,2
Aleksander Fredro,6
Lyricist,2
Chorale Cantata (Bach),2
Integer Notation,2
Music History,2
Pizzicato,2
Winifred Wagner,4
Madonna,2
Los Angeles,4
John Coltrane Home,2
Orbisongs,2
Double Concerto (Brahms),2
Santiago Masarnau Fernández,6
Music Of Burkina Faso,2
Newspapers.Com,2
Music Of Sierra Leone,2
Antonio Caldara,2
Leeds Grand Theatre,2
Itunes Store,2
George Harrison,6
Männerlist Größer Als Frauenlist,4
